"Date","Price","Open","High","Low","Vol.","Change %"
"07/05/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"07/03/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"07/02/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"06/29/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"06/28/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"06/27/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"06/26/2018","1.9000","1.9000","1.9000","1.9000","","-0.52%"
"06/25/2018","1.9100","1.9100","1.9100","1.9100","","0.00%"
"06/22/2018","1.9100","1.9100","1.9100","1.9100","","0.53%"
"06/21/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"06/20/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"06/19/2018","1.9000","1.9000","1.9000","1.9000","","0.00%"
"06/18/2018","1.9000","1.9000","1.9000","1.9000","","0.53%"
"06/15/2018","1.8900","1.8900","1.8900","1.8900","","0.00%"
"06/14/2018","1.8900","1.8900","1.8900","1.8900","","11.83%"
"06/13/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/12/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/11/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/08/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/07/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/06/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/05/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/04/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"06/01/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/31/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/30/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/29/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/25/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/24/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/23/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/22/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/21/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/18/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/17/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/16/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/15/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/14/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/11/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/10/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/09/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/08/2018","1.6900","1.6900","1.6900","1.6900","","0.00%"
"05/07/2018","1.6900","1.6900","1.6900","1.6900","","0.60%"
"05/04/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"05/03/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"05/02/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"05/01/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/30/2018","1.6800","1.6800","1.6800","1.6800","","-0.53%"
"04/27/2018","1.6890","1.6890","1.6890","1.6890","","0.54%"
"04/26/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/25/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/24/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/23/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/20/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/19/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/18/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/17/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/16/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/13/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/12/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/11/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/10/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/09/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/06/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/05/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/04/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/03/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"04/02/2018","1.6800","1.6800","1.6800","1.6800","","0.60%"
"03/30/2018","1.6700","1.6700","1.6700","1.6700","","-0.60%"
"03/29/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"03/28/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"03/27/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"03/26/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"03/23/2018","1.6800","1.6800","1.6800","1.6800","","0.00%"
"03/22/2018","1.6800","1.6800","1.6800","1.6800","","17.48%"
"03/21/2018","1.4300","1.4300","1.4300","1.4300","","0.70%"
"03/20/2018","1.4200","1.4200","1.4200","1.4200","","0.00%"
"03/19/2018","1.4200","1.4200","1.4200","1.4200","","0.00%"
"03/16/2018","1.4200","1.4200","1.4200","1.4200","","0.00%"
"03/15/2018","1.4200","1.4200","1.4200","1.4200","","0.00%"
"03/14/2018","1.4200","1.4200","1.4200","1.4200","","0.00%"
"03/13/2018","1.4200","1.4200","1.4200","1.4200","","0.00%"
"03/12/2018","1.4200","1.4200","1.4200","1.4200","","0.00%"
"03/09/2018","1.4200","1.4200","1.4200","1.4200","","0.71%"
"03/08/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"03/07/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"03/06/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"03/05/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"03/02/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"03/01/2018","1.4100","1.4100","1.4100","1.4100","","8.46%"
"02/28/2018","1.3000","1.3000","1.3000","1.3000","","-7.80%"
"02/27/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/26/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/23/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/22/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/21/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/20/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/16/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/15/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/14/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/13/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/12/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/09/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/08/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/07/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/06/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/05/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"02/02/2018","1.4100","1.4100","1.4100","1.4100","","-1.40%"
"02/01/2018","1.4300","1.4300","1.4300","1.4300","","8.33%"
"01/31/2018","1.3200","1.3200","1.3200","1.3200","","-6.38%"
"01/30/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/29/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/26/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/25/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/24/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/23/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/22/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/19/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/18/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/17/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/16/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/12/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/11/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/10/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/09/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/08/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/05/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/04/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/03/2018","1.4100","1.4100","1.4100","1.4100","","0.00%"
"01/02/2018","1.4100","1.4100","1.4100","1.4100","","7.63%"
"12/29/2017","1.3100","1.3100","1.3100","1.3100","","-7.09%"
"12/28/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/27/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/26/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/22/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/21/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/20/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/19/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/18/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/15/2017","1.4100","1.4100","1.4100","1.4100","","0.00%"
"12/14/2017","1.4100","1.4100","1.4100","1.4100","","21.55%"
"12/13/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/12/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/11/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/08/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/07/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/06/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/05/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/04/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"12/01/2017","1.1600","1.1600","1.1600","1.1600","","8.41%"
"11/30/2017","1.0700","1.0700","1.0700","1.0700","","-7.76%"
"11/29/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/28/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/27/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/24/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/22/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/21/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/20/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/17/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/16/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/15/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/14/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/13/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/10/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/09/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/08/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/07/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/06/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/03/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/02/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"11/01/2017","1.1600","1.1600","1.1600","1.1600","","9.43%"
"10/31/2017","1.0600","1.0600","1.0600","1.0600","","-8.62%"
"10/30/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/27/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/26/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/25/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/24/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/23/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/20/2017","1.1600","1.1600","1.1600","1.1600","","-0.85%"
"10/19/2017","1.1700","1.1700","1.1700","1.1700","","0.00%"
"10/18/2017","1.1700","1.1700","1.1700","1.1700","","0.86%"
"10/17/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/16/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/13/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/12/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/11/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/10/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/06/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/05/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/04/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/03/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"10/02/2017","1.1600","1.1600","1.1600","1.1600","","10.48%"
"09/29/2017","1.0500","1.0500","1.0500","1.0500","","-9.48%"
"09/28/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/27/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/26/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/25/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/22/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/21/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/20/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/19/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/18/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/15/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/14/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/13/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/12/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/11/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/08/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/07/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/06/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/05/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"09/01/2017","1.1600","1.1600","1.1600","1.1600","","8.41%"
"08/31/2017","1.0700","1.0700","1.0700","1.0700","","-7.76%"
"08/30/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/29/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/28/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/25/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/24/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/23/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/22/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/21/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/18/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/17/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/16/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/15/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/14/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/11/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/10/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/09/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/08/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/07/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/04/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/03/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/02/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"08/01/2017","1.1600","1.1600","1.1600","1.1600","","9.43%"
"07/31/2017","1.0600","1.0600","1.0600","1.0600","","-8.62%"
"07/28/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/27/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/26/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/25/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/24/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/21/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/20/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/19/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/18/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/17/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/14/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/13/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/12/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/11/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/10/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/07/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/06/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/05/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"07/03/2017","1.1600","1.1600","1.1600","1.1600","","10.48%"
"06/30/2017","1.0500","1.0500","1.0500","1.0500","","-9.48%"
"06/29/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/28/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/27/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/26/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/23/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/22/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/21/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/20/2017","1.1600","1.1600","1.1600","1.1600","","-2.52%"
"06/19/2017","1.1900","1.1900","1.1900","1.1900","","2.59%"
"06/16/2017","1.1600","1.1600","1.1600","1.1600","","0.00%"
"06/15/2017","1.1600","1.1600","1.1600","1.1600","","27.47%"
"06/14/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"06/13/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"06/12/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"06/09/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"06/08/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"06/07/2017","0.9100","0.9100","0.9100","0.9100","","1.11%"
"06/06/2017","0.9000","0.9000","0.9000","0.9000","","-1.10%"
"06/05/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"06/02/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"06/01/2017","0.9100","0.9100","0.9100","0.9100","","10.98%"
"05/31/2017","0.8200","0.8200","0.8200","0.8200","","-9.89%"
"05/30/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/26/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/25/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/24/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/23/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/22/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/18/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/17/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/16/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/15/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/11/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/10/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/09/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/08/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/04/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/03/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/02/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"05/01/2017","0.9100","0.9100","0.9100","0.9100","","10.98%"
"04/28/2017","0.8200","0.8200","0.8200","0.8200","","-8.89%"
"04/27/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/26/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/25/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/24/2017","0.9000","0.9000","0.9000","0.9000","","-1.10%"
"04/21/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"04/20/2017","0.9100","0.9100","0.9100","0.9100","","1.11%"
"04/19/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/18/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/17/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/13/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/12/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/11/2017","0.9000","0.9000","0.9000","0.9000","","-1.10%"
"04/10/2017","0.9100","0.9100","0.9100","0.9100","","1.11%"
"04/06/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/05/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/04/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"04/03/2017","0.9000","0.9000","0.9000","0.9000","","11.11%"
"03/31/2017","0.8100","0.8100","0.8100","0.8100","","-10.00%"
"03/30/2017","0.9000","0.9000","0.9000","0.9000","","-1.10%"
"03/29/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"03/28/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"03/27/2017","0.9100","0.9100","0.9100","0.9100","","0.00%"
"03/24/2017","0.9100","0.9100","0.9100","0.9100","","1.11%"
"03/23/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"03/22/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"03/21/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"03/20/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"03/17/2017","0.9000","0.9000","0.9000","0.9000","","0.00%"
"03/16/2017","0.9000","0.9000","0.9000","0.9000","","36.36%"
"03/15/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/14/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/13/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/10/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/09/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/08/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/07/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/06/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/03/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/02/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"03/01/2017","0.6600","0.6600","0.6600","0.6600","","17.86%"
"02/28/2017","0.5600","0.5600","0.5600","0.5600","","-15.15%"
"02/27/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/24/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/23/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/22/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/21/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/17/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/16/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/15/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/14/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/13/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/10/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/09/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/08/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/07/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"02/06/2017","0.6600","0.6600","0.6600","0.6600","","-1.49%"
"02/03/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"02/02/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"02/01/2017","0.6700","0.6700","0.6700","0.6700","","19.64%"
"01/31/2017","0.5600","0.5600","0.5600","0.5600","","-16.42%"
"01/30/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/27/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/26/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/25/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/24/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/23/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/20/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/19/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/18/2017","0.6700","0.6700","0.6700","0.6700","","0.00%"
"01/17/2017","0.6700","0.6700","0.6700","0.6700","","1.52%"
"01/13/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/12/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/11/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/10/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/09/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/06/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/05/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/04/2017","0.6600","0.6600","0.6600","0.6600","","0.00%"
"01/03/2017","0.6600","0.6600","0.6600","0.6600","","32.00%"
"12/30/2016","0.5000","0.5000","0.5000","0.5000","","-24.24%"
"12/29/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/28/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/27/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/23/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/22/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/21/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/20/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/19/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/16/2016","0.6600","0.6600","0.6600","0.6600","","0.00%"
"12/15/2016","0.6600","0.6600","0.6600","0.6600","","60.98%"
"12/14/2016","0.4100","0.4100","0.4100","0.4100","","0.00%"
"12/13/2016","0.4100","0.4100","0.4100","0.4100","","0.00%"
"12/12/2016","0.4100","0.4100","0.4100","0.4100","","0.00%"
